price,brand,model,year,title_status,mileage,color,vin,state
21500,chevrolet,1500,2016,clean vehicle,20270,silver,  3gcuknec9gg224336,new jersey
25900,chevrolet,door,2016,clean vehicle,32984,blue,  1gcvkrec8gz393856,wisconsin
35300,chevrolet,door,2016,clean vehicle,75506,black,  1gnskckc9gr424401,wisconsin
13500,chevrolet,door,2016,clean vehicle,39951,red,  1g1bg5sm5g7250863,wisconsin
62000,chevrolet,corvette,2016,clean vehicle,19403,white,  1g1yt2d6xg5612796,illinois
46000,chevrolet,corvette,2016,clean vehicle,4445,black,  1g1yj2d70g5122320,illinois
9000,chevrolet,malibu,2016,clean vehicle,67527,gray,  1g1zj5su8gf337274,wisconsin
25900,chevrolet,door,2016,clean vehicle,33588,white,  1gcvkrec7gz392164,wisconsin
25800,chevrolet,door,2016,clean vehicle,10103,no_color,  1gcvkpec7gz283370,wisconsin
17000,chevrolet,door,2016,clean vehicle,26474,gray,  2gnaldek7g6323080,wisconsin
12800,chevrolet,door,2016,clean vehicle,40253,white,  1g1ze5st5gf315602,wisconsin
47400,chevrolet,3500,2016,clean vehicle,39624,red,  1gc4k0c84gf121926,wisconsin
24400,chevrolet,door,2016,clean vehicle,48705,gray,  1gnkvjkd3gj171692,wisconsin
17100,chevrolet,trax,2016,clean vehicle,19659,white,  kl7cjrsb9gb542870,wisconsin
7400,chevrolet,door,2015,clean vehicle,91299,no_color,  1g11c5sl8ff311156,wisconsin
33100,chevrolet,door,2015,clean vehicle,81614,gold,  1gnskckc5fr181703,wisconsin
22000,chevrolet,trax,2020,clean vehicle,179,gray,  3gncjksbxll181398,california
35000,chevrolet,1500,2019,clean vehicle,5523,no_color,  3gcpwaef0kg291601,california
16500,chevrolet,equinox,2019,clean vehicle,29841,silver,  2gnaxkev6k6186886,california
35300,chevrolet,1500,2019,clean vehicle,8516,silver,  1gcuwded5kz124282,california
26900,chevrolet,traverse,2018,clean vehicle,42941,black,  1gnevhkw8jj148388,missouri
11600,chevrolet,trax,2017,clean vehicle,27498,black,  3gncjksb6hl148082,california
28100,chevrolet,1500,2017,clean vehicle,31141,silver,  1gcpcrec9hf242498,california
27700,chevrolet,1500,2017,clean vehicle,20784,white,  1gcvkrec1hz135955,california
17700,chevrolet,passenger,2017,clean vehicle,52667,white,  1gazgpfg0h1169059,california
16600,chevrolet,volt,2017,clean vehicle,26003,no_color,  1g1rc6s56hu177143,california
63200,chevrolet,corvette,2016,clean vehicle,4266,red,  1g1ys2d6xg5609979,california
36800,chevrolet,door,2015,clean vehicle,32332,white,  1gc1kweg8ff170135,california
19500,chevrolet,passenger,2018,clean vehicle,44333,white,  1gazgpfg7j1254194,texas
38800,chevrolet,tahoe,2019,clean vehicle,36198,blue,  1gnskbkc0kr335691,oklahoma
37500,chevrolet,tahoe,2019,clean vehicle,33331,silver,  1gnskbkc1kr164515,oklahoma
35000,chevrolet,suburban,2019,clean vehicle,43082,gray,  1gnskhkcxkr306962,oklahoma
31100,chevrolet,camaro,2019,clean vehicle,24561,gray,  1g1fh1r7xk0140397,oklahoma
22600,chevrolet,van,2019,clean vehicle,13485,white,  1gcwgafgxk1242467,oklahoma
22400,chevrolet,van,2019,clean vehicle,15524,white,  1gcwgafg5k1221297,oklahoma
22700,chevrolet,van,2019,clean vehicle,8996,white,  1gcwgafg9k1240337,oklahoma
13700,chevrolet,malibu,2019,clean vehicle,47282,silver,  1g1zd5st4kf126371,oklahoma
37100,chevrolet,suburban,2019,clean vehicle,34470,black,  1gnskhkcxkr288236,oklahoma
18500,chevrolet,colorado,2018,clean vehicle,87264,green,  1gcgtcen5j1157983,oregon
18300,chevrolet,2500,2017,clean vehicle,114344,white,  1gc2kveg3hz159933,oregon
19000,chevrolet,2500,2017,clean vehicle,111635,white,  1gc2kveg1hz262672,oregon
18500,chevrolet,1500,2017,clean vehicle,103955,white,  3gcukrec0hg249327,oregon
22500,chevrolet,door,2016,clean vehicle,66640,white,  3gcukrec5gg277008,oregon
14500,chevrolet,door,2014,clean vehicle,122018,white,  3gcukrec6eg373324,oregon
32800,chevrolet,tahoe,2018,clean vehicle,46915,gray,  1gnskbkc9jr370082,oklahoma
12300,chevrolet,malibu,2018,clean vehicle,53599,black,  1g1zd5stxjf140841,oklahoma
19600,chevrolet,1500,2018,clean vehicle,41672,gray,  1gcvkreh7jz295386,oklahoma
13600,chevrolet,malibu,2018,clean vehicle,36047,white,  1g1zd5st5jf249837,oklahoma
7200,chevrolet,spark,2018,clean vehicle,42561,red,  kl8cb6sa3jc459211,oklahoma
19900,chevrolet,1500,2018,clean vehicle,40345,white,  1gcvkreh3jz272445,oklahoma
13000,chevrolet,malibu,2018,clean vehicle,41751,gray,  1g1zd5st8jf242655,oklahoma
19700,chevrolet,door,2016,clean vehicle,27593,white,  1gcvkrec0gz118434,oklahoma
9400,chevrolet,door,2017,clean vehicle,24009,blue,  1g1be5sm4h7275597,oklahoma
23800,chevrolet,1500,2017,clean vehicle,85697,white,  3gcukrecxhg319917,oklahoma
17700,chevrolet,equinox,2019,clean vehicle,25223,white,  3gnaxuev8ks588177,new york
17000,chevrolet,door,2015,clean vehicle,27927,white,  2g1ff1e3xf9185411,oklahoma
14000,chevrolet,door,2014,clean vehicle,135127,red,  3gcpcreh4eg204053,florida
32100,chevrolet,2500,2018,clean vehicle,55532,white,  1gc1kvey2jf198038,pennsylvania
33100,chevrolet,2500,2019,clean vehicle,72172,white,  1gc1ksey8kf114255,pennsylvania
31600,chevrolet,2500,2018,clean vehicle,57751,white,  1gc1kvey3jf197819,pennsylvania
5100,chevrolet,door,2013,clean vehicle,96314,gray,  3gnal3ek3ds630172,pennsylvania
4100,chevrolet,door,2013,clean vehicle,89152,blue,  1g1pa5sgxd7225194,pennsylvania
7200,chevrolet,door,2014,clean vehicle,114660,silver,  2gnflfek5e6237636,texas
12800,chevrolet,1500,2014,clean vehicle,177322,white,  3gcuksej4eg356687,texas
46800,chevrolet,1500,2019,clean vehicle,36423,gray,  1gcuyhel9kz240206,nebraska
21800,chevrolet,van,2019,clean vehicle,23759,white,  1gcwgafg7k1222516,missouri
3000,chevrolet,door,2013,clean vehicle,120667,gray,  1g1jc6sh6d4127084,texas
22500,chevrolet,colorado,2017,clean vehicle,65344,red,  1gcgtcen1h1148658,indiana
35300,chevrolet,suburban,2018,clean vehicle,51347,black,  1gnskhkc5jr243896,missouri
16500,chevrolet,volt,2017,clean vehicle,52322,black,  1g1rd6s59hu201853,oklahoma
33000,chevrolet,door,2017,clean vehicle,67620,black,  1gnskbkc6hr132085,missouri
31500,chevrolet,1500,2017,clean vehicle,59965,black,  3gcuktec6hg222226,missouri
34500,chevrolet,1500,2017,clean vehicle,28739,silver,  3gcuksec3hg222744,missouri
8000,chevrolet,trax,2016,clean vehicle,77429,silver,  kl7cjpsb3gb750120,west virginia
25000,chevrolet,1500,2017,clean vehicle,20847,white,  3gcukrec6hg356561,west virginia
10700,chevrolet,trax,2016,clean vehicle,44280,red,  3gncjnsb1gl264970,west virginia
13400,chevrolet,door,2016,clean vehicle,86031,silver,  2g1145s39g9185641,west virginia
16500,chevrolet,equinox,2019,clean vehicle,7622,gold,  2gnaxhev8k6108774,west virginia
34000,chevrolet,traverse,2019,clean vehicle,8067,white,  1gnevhkw9kj129253,west virginia
14100,chevrolet,trax,2018,clean vehicle,16502,white,  kl7cjpsbxjb710284,west virginia
38600,chevrolet,1500,2019,clean vehicle,20681,black,  1gcuyged0kz114660,west virginia
9100,chevrolet,door,2016,clean vehicle,54655,blue,  1g1pe5sb4g7168780,missouri
8600,chevrolet,door,2016,clean vehicle,57825,blue,  1g1pe5sb1g7193233,missouri
22000,chevrolet,door,2016,clean vehicle,58856,white,  3gcpcrec6gg235750,oklahoma
8900,chevrolet,colorado,2015,clean vehicle,85072,white,  1gchsaea3f1218425,west virginia
15500,chevrolet,door,2015,clean vehicle,79506,red,  1gcrcpehxfz272176,west virginia
3300,chevrolet,door,2015,clean vehicle,85301,silver,  1g1pg5sbxf7249436,west virginia
29000,chevrolet,1500,2015,clean vehicle,69377,brown,  3gcuksej3fg195122,missouri
17300,chevrolet,equinox,2020,clean vehicle,15577,black,  3gnaxkev2ll125886,nevada
30500,chevrolet,traverse,2020,clean vehicle,23470,silver,  1gnerhkw7lj115518,nevada
25000,chevrolet,impala,2020,clean vehicle,18715,silver,  1g1105s31lu100901,nevada
2800,chevrolet,cruze,2012,clean vehicle,61258,white,  1g1pl5sc7c7367895,illinois
3300,chevrolet,door,2012,clean vehicle,131791,no_color,  1gnkvjedxcj172991,illinois
36400,chevrolet,suburban,2019,clean vehicle,35705,silver,  1gnskhkcxkr139079,nevada
34800,chevrolet,suburban,2019,clean vehicle,48982,silver,  1gnskhkc2kr158368,nevada
20700,chevrolet,ld,2019,clean vehicle,33745,white,  2gcrcpec4k1155751,nevada
32200,chevrolet,suburban,2019,clean vehicle,42267,silver,  1gnschkc9kr204131,nevada
35300,chevrolet,tahoe,2019,clean vehicle,46863,black,  1gnskbkc9kr143993,nevada
33500,chevrolet,suburban,2019,clean vehicle,36443,white,  1gnschkc2kr124931,nevada
13700,chevrolet,impala,2019,clean vehicle,14939,blue,  2g11z5s30k9137729,nevada
15900,chevrolet,malibu,2019,clean vehicle,22026,black,  1g1zd5st0kf187281,nevada
33200,chevrolet,suburban,2019,clean vehicle,38278,black,  1gnschkc9kr201844,nevada
35500,chevrolet,suburban,2019,clean vehicle,46149,silver,  1gnskhkc1kr203879,nevada
29800,chevrolet,suburban,2018,clean vehicle,48427,silver,  1gnschkc6jr106222,nevada
29800,chevrolet,suburban,2018,clean vehicle,48807,gray,  1gnschkc1jr387653,nevada
29500,chevrolet,suburban,2018,clean vehicle,52618,silver,  1gnschkc1jr235923,nevada
30300,chevrolet,suburban,2018,clean vehicle,46494,white,  1gnschkc5jr280816,nevada
24300,chevrolet,1500,2018,clean vehicle,56296,black,  3gcukreh2jg284677,new york
29800,chevrolet,suburban,2017,clean vehicle,33909,silver,  1gnschkc4hr206149,nevada
29800,chevrolet,suburban,2017,clean vehicle,33028,white,  1gnschkc3hr133923,nevada
27500,chevrolet,camaro,2016,clean vehicle,44653,white,  1g1fh1r79g0149647,nevada
10800,chevrolet,door,2017,clean vehicle,80516,gray,  2gnfleek2h6351253,new jersey
11500,chevrolet,van,2017,clean vehicle,105151,white,  1gcwgaff8h1120366,new jersey
10400,chevrolet,van,2017,clean vehicle,78368,white,  3n63m0yn6hk696088,new jersey
11400,chevrolet,equinox,2018,clean vehicle,78956,white,  2gnaxsevxj6292207,florida
11400,chevrolet,equinox,2018,clean vehicle,88564,white,  2gnaxsev1j6218321,florida
8000,chevrolet,door,2015,clean vehicle,78800,white,  1g11b5sl5ff135735,nevada
3000,chevrolet,door,2012,clean vehicle,111856,white,  1gccsbf92c8121126,california
25000,chevrolet,door,2015,clean vehicle,80946,black,  3gcuksec6fg382971,nevada
12300,chevrolet,traverse,2017,clean vehicle,83168,gray,  1gnkrfed3hj217603,new york
14100,chevrolet,traverse,2017,clean vehicle,58606,white,  1gnkrfed7hj307708,new york
9000,chevrolet,van,2014,clean vehicle,82020,white,  1gcsgafx9e1173192,nevada
4200,chevrolet,door,2014,clean vehicle,102500,black,  1g1p75sz3e7332279,nevada
22500,chevrolet,van,2019,clean vehicle,8150,white,  1gcwgafg5k1229335,texas
22600,chevrolet,van,2019,clean vehicle,6159,white,  1gcwgafg1k1229638,texas
22600,chevrolet,van,2019,clean vehicle,5938,white,  1gcwgafg2k1222357,texas
22500,chevrolet,van,2019,clean vehicle,9019,white,  1gcwgafg3k1232427,texas
10200,chevrolet,malibu,2018,clean vehicle,45836,white,  1g1zd5stxjf175198,texas
42700,chevrolet,3500,2016,clean vehicle,60215,white,  1gc4k1e88gf118806,texas
21200,chevrolet,tahoe,2015,clean vehicle,125507,white,  1gnscckc9fr715640,texas
22700,chevrolet,door,2016,clean vehicle,90944,white,  1gnscbkc6gr432916,texas
22000,chevrolet,tahoe,2015,clean vehicle,82785,gray,  1gnscakc0fr161697,texas
9600,chevrolet,1500,2014,clean vehicle,150525,white,  3gcpcpeh2eg231868,texas
10500,chevrolet,door,2013,clean vehicle,112267,silver,  1gcrcrea5dz179299,texas
6700,chevrolet,door,2013,clean vehicle,139394,white,  1gb3czcg3df161404,texas
14200,chevrolet,door,2013,clean vehicle,82543,black,  3gcpcse09dg282246,texas
15500,chevrolet,equinox,2019,clean vehicle,13532,white,  2gnaxkev1k6296972,florida
35100,chevrolet,1500,2018,clean vehicle,14751,blue,  3gcukrec2jg216609,kansas
26300,chevrolet,camaro,2018,clean vehicle,11150,gray,  1g1fb1rx5j0103693,kansas
15700,chevrolet,colorado,2016,clean vehicle,91248,white,  1gcgtce36g1387412,new jersey
17600,chevrolet,1500,2016,clean vehicle,65336,white,  1gcvkneh3gz336629,new jersey
18600,chevrolet,1500,2016,clean vehicle,48974,white,  1gcvkneh7gz158854,new jersey
19100,chevrolet,1500,2016,clean vehicle,40011,white,  1gcvkneh1gz235878,new jersey
15200,chevrolet,equinox,2019,clean vehicle,37444,black,  2gnaxkev2k6183550,north carolina
16100,chevrolet,equinox,2019,clean vehicle,43199,white,  2gnaxuev0k6196714,north carolina
14800,chevrolet,equinox,2019,clean vehicle,43589,charcoal,  2gnaxkevxk6199639,north carolina
16700,chevrolet,equinox,2019,clean vehicle,32870,charcoal,  2gnaxuev8k6190062,north carolina
15300,chevrolet,equinox,2019,clean vehicle,38826,charcoal,  2gnaxkev7k6197637,north carolina
16500,chevrolet,equinox,2019,clean vehicle,33739,charcoal,  2gnaxuev3k6169765,north carolina
19600,chevrolet,passenger,2019,clean vehicle,35309,white,  1gazgpfgxk1197071,north carolina
15200,chevrolet,impala,2019,clean vehicle,32248,red,  1g11z5sa4ku113760,north carolina
15000,chevrolet,impala,2019,clean vehicle,36165,silver,  1g11z5sa7ku117222,north carolina
15500,chevrolet,impala,2019,clean vehicle,29922,charcoal,  2g11z5saxk9120208,north carolina
15700,chevrolet,impala,2019,clean vehicle,26848,silver,  2g11z5sa5k9140950,north carolina
14800,chevrolet,impala,2019,clean vehicle,41163,charcoal,  2g11z5sa8k9139310,north carolina
9200,chevrolet,cruze,2017,clean vehicle,32856,red,  3g1be6sm0hs561566,north carolina
8200,chevrolet,impala,2017,clean vehicle,100315,black,  1g1105sa9hu160835,north carolina
11400,chevrolet,door,2013,clean vehicle,91638,silver,  1gc2kvcg8dz256073,new jersey
6500,chevrolet,door,2015,clean vehicle,83173,white,  1g11c5sl0ff208474,north carolina
11500,chevrolet,door,2014,clean vehicle,94356,gray,  1gnkvgkd3ej113338,north carolina
23800,chevrolet,door,2015,clean vehicle,85792,black,  1gnscbkc0fr109217,florida
8900,chevrolet,door,2014,clean vehicle,129068,white,  1gnkrgkd3ej285342,florida
28300,chevrolet,ld,2019,clean vehicle,27665,red,  2gcvkpec1k1124569,indiana
27300,chevrolet,ld,2019,clean vehicle,25427,black,  2gcvkpec4k1105269,indiana
3500,chevrolet,door,2013,clean vehicle,78198,gray,  1g11c5saxdf350889,new jersey
28300,chevrolet,colorado,2020,clean vehicle,13886,silver,  1gcgtcen7l1101496,indiana
18300,chevrolet,impala,2019,clean vehicle,34538,silver,  2g11z5s37k9134455,indiana
22500,dodge,charger,2018,clean vehicle,20575,silver,  2c3cdxjg1jh292507,wisconsin
22500,dodge,charger,2018,clean vehicle,26026,gray,  2c3cdxjg4jh292503,wisconsin
8300,dodge,door,2012,clean vehicle,99015,gray,  1c6rd7ft0cs326533,wisconsin
16500,dodge,caravan,2019,clean vehicle,27327,gray,  2c4rdgeg4kr682965,nebraska
14500,dodge,journey,2019,clean vehicle,30229,silver,  3c4pdcgg9kt700676,nebraska
30000,dodge,charger,2019,clean vehicle,43294,white,  2c3cdxjg2kh630921,ontario
30000,dodge,charger,2019,clean vehicle,54309,orange,  2c3cdxjg0kh682158,ontario
30000,dodge,charger,2019,clean vehicle,52822,white,  2c3cdxjg2kh658962,ontario
30000,dodge,charger,2019,clean vehicle,45554,white,  2c3cdxjg1kh630912,ontario
30000,dodge,charger,2019,clean vehicle,37538,white,  2c3cdxjg1kh658953,ontario
29500,dodge,charger,2019,clean vehicle,35153,red,  2c3cdxjg6kh630954,ontario
21600,dodge,challenger,2019,clean vehicle,23783,white,  2c3cdzgg2kh594165,washington
22600,dodge,charger,2019,clean vehicle,30759,black,  2c3cdxhg2kh608648,washington
16300,dodge,caravan,2019,clean vehicle,38922,gray,  2c4rdgcg5kr518563,washington
8600,dodge,door,2012,clean vehicle,165836,blue,  1c6rd7ht8cs279667,washington
28800,dodge,durango,2019,clean vehicle,19235,no_color,  1c4rdhdg4kc769457,texas
22100,dodge,challenger,2019,clean vehicle,9445,gray,  2c3cdzag4kh686869,texas
14300,dodge,journey,2018,clean vehicle,19164,gray,  3c4pdcab2jt216649,north carolina
13700,dodge,caravan,2018,clean vehicle,54106,white,  2c4rdgeg6jr205887,north carolina
29500,dodge,challenger,2017,clean vehicle,32051,no_color,  2c3cdzfj5hh650508,arizona
18500,dodge,journey,2017,clean vehicle,14870,gray,  3c4pddeg4ht608652,texas
19000,dodge,door,2016,clean vehicle,32294,blue,  2c3cdxjg0gh303988,colorado
43400,dodge,challenger,2015,clean vehicle,7250,white,  2c3cdzc99fh713682,arizona
46000,dodge,challenger,2015,clean vehicle,10145,no_color,  2c3cdzfj8fh877821,arizona
12500,dodge,journey,2018,clean vehicle,59924,silver,  3c4pdcgg1jt257213,texas
13900,dodge,charger,2017,clean vehicle,21304,black,  2c3cdxbg5hh642083,florida
13000,dodge,caravan,2018,clean vehicle,52079,white,  2c4rdgegxjr339012,california
13000,dodge,caravan,2018,clean vehicle,54960,white,  2c4rdgcg2jr205677,california
3000,dodge,door,2013,clean vehicle,80099,white,  1c3cdzcb6dn599101,texas
17500,dodge,caravan,2019,clean vehicle,23987,black,  2c4rdgcgxkr751032,florida
7900,dodge,door,2017,clean vehicle,84144,gray,  3c4pdcbg0ht518476,california
8900,dodge,door,2014,clean vehicle,85639,blue,  2c3cdxbg5eh300547,florida
11500,dodge,caravan,2018,clean vehicle,50193,no_color,  2c4rdgcg8jr208468,pennsylvania
6500,dodge,journey,2017,clean vehicle,74392,black,  3c4pdcab8ht507652,pennsylvania
8000,dodge,door,2017,clean vehicle,76117,black,  3c4pdcgb7ht525941,pennsylvania
18700,dodge,challenger,2018,clean vehicle,36358,gray,  2c3cdzag5jh245542,new jersey
8350,dodge,journey,2017,clean vehicle,90685,white,  3c4pddbg6ht592197,florida
27900,dodge,charger,2017,clean vehicle,54141,orange,  2c3cdxctxhh618731,florida
14500,dodge,door,2016,clean vehicle,82240,white,  1c4rdjag5gc486469,pennsylvania
6200,dodge,door,2016,clean vehicle,66167,silver,  1c3cdfbb6gd515496,pennsylvania
7500,dodge,door,2012,clean vehicle,144220,gray,  1c6rd7ft6cs238912,pennsylvania
20200,dodge,caravan,2019,clean vehicle,24722,black,  2c4rdgdg0kr571878,illinois
29300,dodge,durango,2019,clean vehicle,41198,silver,  1c4sdjct2kc576022,illinois
31000,dodge,durango,2019,clean vehicle,26353,black,  1c4sdjct5kc738497,illinois
32400,dodge,durango,2019,clean vehicle,28280,white,  1c4sdjctxkc691872,illinois
5800,dodge,door,2012,clean vehicle,130120,white,  3c6jd6dtxcg183219,minnesota
21500,dodge,charger,2019,clean vehicle,15340,black,  2c3cdxbg8kh658222,texas
23100,dodge,charger,2018,clean vehicle,12265,silver,  2c3cdxjgxjh222262,michigan
4500,dodge,van,2014,clean vehicle,94872,gray,  2c4rdgcg3er266428,texas
24800,dodge,charger,2018,clean vehicle,17946,silver,  2c3cdxjg6jh182178,michigan
23000,dodge,charger,2018,clean vehicle,26996,gray,  2c3cdxjg7jh189253,michigan
26900,dodge,journey,2019,clean vehicle,5775,gray,  3c4pddbg3kt708835,wisconsin
21500,dodge,challenger,2018,clean vehicle,6748,gray,  2c3cdzag8jh321934,wisconsin
15700,dodge,journey,2018,clean vehicle,38128,white,  3c4pdcgg2jt378879,wisconsin
15200,dodge,caravan,2018,clean vehicle,41636,silver,  2c4rdgcg8jr327542,wisconsin
23300,dodge,charger,2018,clean vehicle,5359,blue,  2c3cdxbgxjh273288,wisconsin
6100,dodge,door,2015,clean vehicle,70296,white,  1c3cdfbb3fd213551,minnesota
20000,dodge,journey,2017,clean vehicle,11346,green,  3c4pddgg6ht556180,wisconsin
53000,dodge,challenger,2017,clean vehicle,7415,no_color,  2c3cdzc98hh553913,illinois
3000,dodge,door,2013,clean vehicle,107593,orange,  1c3cdfcb9dd329946,minnesota
18200,dodge,door,2016,clean vehicle,50639,black,  2c3cdxct3gh355660,new jersey
21800,dodge,challenger,2019,clean vehicle,6530,gray,  2c3cdzbt8kh705158,arizona
52000,dodge,charger,2016,clean vehicle,17432,blue,  2c3cdxl92gh285329,illinois
19000,dodge,charger,2019,clean vehicle,19636,black,  2c3cdxhg6kh598321,arizona
25000,dodge,challenger,2016,clean vehicle,41748,no_color,  2c3cdzbt4gh325869,illinois
36000,dodge,challenger,2016,clean vehicle,13162,red,  2c3cdzfj8gh351982,illinois
17000,dodge,caravan,2019,clean vehicle,32937,white,  2c4rdgegxkr599122,georgia
25300,dodge,door,2015,clean vehicle,23095,red,  1c4rdjeg3fc112029,wisconsin
14900,dodge,journey,2017,clean vehicle,34432,gray,  3c4pddeg9ht565166,wisconsin
15000,dodge,caravan,2017,clean vehicle,48162,no_color,  2c4rdgeg8hr632871,wisconsin
12995,dodge,doors,2014,clean vehicle,68310,gray,  2c3cdyag9eh126828,massachusetts
17750,dodge,doors,2014,clean vehicle,48000,black,  2c3cdybt2eh298212,massachusetts
10295,dodge,doors,2014,clean vehicle,105962,black,  2c3cdyag3eh213138,pennsylvania
16995,dodge,doors,2014,clean vehicle,96575,gray,  2c3cdybt3eh136783,connecticut
25000,dodge,doors,2014,clean vehicle,13239,toreador red,  2c3cdybt5eh217218,new york
23995,dodge,doors,2014,clean vehicle,24934,bright white clearcoat,  2c3cdybt3eh115268,rhode island
14900,dodge,doors,2014,clean vehicle,46859,billet silver metallic clearcoat,  2c3cdyag6eh133624,new jersey
15810,dodge,doors,2014,clean vehicle,44468,black clearcoat,  2c3cdyag9eh313809,new york
20227,dodge,doors,2014,clean vehicle,62230,jazz blue pearlcoat,  2c3cdybt1eh270465,new york
20999,dodge,doors,2014,clean vehicle,37082,silver,  2c3cdybt9eh247614,new york
22499,dodge,doors,2014,clean vehicle,23964,bright white clearcoat,  2c3cdybt9eh143592,new jersey
23495,dodge,doors,2014,clean vehicle,11204,black clearcoat,  2c3cdyag1eh311262,new york
25250,dodge,doors,2014,clean vehicle,7608,billet silver metallic clearcoat,  2c3cdybt6eh111229,new york
15322,dodge,doors,2014,clean vehicle,49982,billet silver metallic clearcoat,  2c3cdyag3eh251064,new jersey
21232,dodge,charger,2019,clean vehicle,4950,gray,  2c3cdxbgxkh707467,texas
5800,dodge,journey,2013,clean vehicle,111628,white,  3c4pddfg9dt523590,wisconsin
29000,dodge,door,2012,clean vehicle,15927,black,  2c3cdxej6ch170654,illinois
17000,dodge,caravan,2018,clean vehicle,36299,gray,  2c4rdgeg5jr147562,new jersey
13800,dodge,journey,2018,clean vehicle,28469,red,  3c4pdcgg9jt352215,florida
30000,dodge,durango,2019,clean vehicle,29086,gray,  1c4sdhct3kc769532,missouri
14800,dodge,caravan,2017,clean vehicle,35991,gray,  2c4rdgeg1hr716871,florida
8500,dodge,journey,2017,clean vehicle,62224,black,  3c4pdcabxht695526,missouri
9800,dodge,door,2013,clean vehicle,86500,white,  1c4rdjdg3dc674852,missouri
4200,dodge,door,2014,clean vehicle,144725,gray,  2c3cdxbg3eh170784,nevada
2500,dodge,van,2013,salvage insurance,163260,red,  2c4rdgbg8dr566594,tennessee
28700,dodge,charger,2018,clean vehicle,19636,blue,  2c3cdxct8jh197730,california
18500,dodge,challenger,2018,clean vehicle,34272,gray,  2c3cdzag4jh302832,california
17300,dodge,challenger,2018,clean vehicle,42909,no_color,  2c3cdzag3jh242672,california
7100,dodge,door,2016,clean vehicle,55749,gray,  3c4pdcab7gt103739,louisiana
3250,dodge,door,2015,salvage insurance,89142,white,  1c3cdfbb5fd213552,minnesota
30700,dodge,durango,2017,clean vehicle,20328,no_color,  1c4sdhctxhc936557,california
3000,dodge,door,2012,clean vehicle,149332,gray,  3c4pdcdg6ct146745,missouri
26500,dodge,durango,2019,clean vehicle,28551,gray,  1c4rdjdgxkc744523,california
20800,dodge,charger,2019,clean vehicle,35098,gray,  2c3cdxhgxkh527140,california
20800,dodge,charger,2019,clean vehicle,35365,gray,  2c3cdxjg8kh527857,california
5100,dodge,door,2015,clean vehicle,88398,white,  1c3cdfaa2fd144750,california
18900,dodge,challenger,2019,clean vehicle,27957,black,  2c3cdzggxkh532268,california
24000,dodge,durango,2019,clean vehicle,30161,silver,  1c4rdhdg3kc769255,california
38800,dodge,challenger,2015,clean vehicle,26292,white,  2c3cdzc90fh834388,california
24500,dodge,durango,2019,clean vehicle,25780,white,  1c4rdhdg1kc557017,california
24500,dodge,durango,2019,clean vehicle,25032,black,  1c4rdhdg3kc675893,california
6500,dodge,door,2016,clean vehicle,72248,blue,  1c3cdfbb8gd766472,new jersey
24000,dodge,durango,2019,clean vehicle,30630,gray,  1c4rdhdg7kc675959,california
18000,dodge,door,2014,clean vehicle,86125,no_color,  1c4rdjeg3ec591566,california
24000,dodge,durango,2019,clean vehicle,30408,white,  1c4rdhdg6kc557000,california
23500,dodge,durango,2019,clean vehicle,35443,silver,  1c4rdhdg0kc557042,california
4500,dodge,van,2014,clean vehicle,95377,white,  2c4rdgcg9er400696,california
25900,dodge,durango,2019,clean vehicle,32724,silver,  1c4rdjdg6kc684983,california
13900,dodge,caravan,2019,clean vehicle,45089,gray,  2c4rdgcg3kr514530,california
14200,dodge,journey,2019,clean vehicle,35948,silver,  3c4pdcgg4kt707549,california
15400,dodge,caravan,2019,clean vehicle,41601,blue,  2c4rdgeg5kr563175,california
17500,dodge,challenger,2019,clean vehicle,26370,gray,  2c3cdzagxkh583746,texas
17500,dodge,caravan,2019,clean vehicle,18271,white,  2c4rdgcg1kr761805,texas
18000,dodge,caravan,2019,clean vehicle,9476,white,  2c4rdgcg3kr753690,texas
25200,dodge,door,2012,clean vehicle,80899,gray,  3c6ud5dl9cg338415,new jersey
14100,dodge,caravan,2018,clean vehicle,57394,black,  2c4rdgeg5jr337118,texas
13300,dodge,caravan,2018,clean vehicle,42190,white,  2c4rdgcg3jr364854,california
16200,dodge,caravan,2019,clean vehicle,22591,black,  2c4rdgbgxkr624069,oklahoma
13300,dodge,caravan,2018,clean vehicle,48681,gray,  2c4rdgegxjr331914,california
13100,dodge,caravan,2018,clean vehicle,42621,silver,  2c4rdgcg0jr241626,california
15500,dodge,caravan,2017,clean vehicle,27761,silver,  2c4rdgeg9hr852858,california
4500,dodge,door,2013,salvage insurance,107768,white,  2c3cdyag9dh607919,california
28400,dodge,durango,2019,clean vehicle,14355,gray,  1c4rdjdg7kc780041,colorado
17400,dodge,caravan,2019,clean vehicle,9467,gray,  2c4rdgcgxkr747353,colorado
6000,dodge,door,2014,clean vehicle,122837,silver,  2c3cdxbg1eh268115,florida
20700,dodge,challenger,2019,clean vehicle,18313,gray,  2c3cdzag9kh642088,virginia
20300,dodge,challenger,2019,clean vehicle,19506,black,  2c3cdzag1kh656275,virginia
14000,dodge,journey,2018,clean vehicle,14750,black,  3c4pdcbb1jt319818,oklahoma
22000,dodge,challenger,2019,clean vehicle,11280,green,  2c3cdzgg5kh709017,virginia
17200,dodge,journey,2019,clean vehicle,13944,blue,  3c4pdcgg2kt803633,virginia
15000,dodge,door,2016,clean vehicle,26922,blue,  2c3cdzag4gh309689,oklahoma
